LN DLAT SLK UNCE LIB SLLAT SCLAT BLLAT BCLAT SKEW DDT LDT CDT
19 0.2815 0.6277 -0.1050 -0.0465 0.1000 0.1200 0.0660 0.0650 -0.0190 0.0205 0.0035 0.0186
